review_id,date,rating,title,text,clean_text,relevance,source
2d69df82-bf12-417f-ba0a-1ff8ab3013fd,2025-11-25,5,,best app. no problem ui. user friendly. Overall good experience till now !!! 😄,best app. no problem ui. user friendly. overall good experience till now !!!,1,google_play
3d74205b-a36f-4ef3-87c6-00cad0e1864d,2025-11-25,5,,it was a wow experience while registration on the app.... everything was smooth and clear. today on 25 November it's been just 3 days but the experience is 👌,it was a wow experience while registration on the app.... everything was smooth and clear. today on 25 november it's been just 3 days but the experience is,3,google_play
fd193ea8-c76e-49c1-bc71-3e3db698f032,2025-11-25,1,,"This broker changes its interfense frequently, and indicators are also rarely available, Trend Time Auto रिफ्रेश नहीं होता खुद करना पड़ेगा,, दूसरा कोई भी broker isse achha hai","this broker changes its interfense frequently, and indicators are also rarely available, trend time auto रिफ्रेश नहीं होता खुद करना पड़ेगा,, दूसरा कोई भी broker isse achha hai",3,google_play
56bb8db4-d891-4370-a100-1e1caae87f44,2025-11-25,3,,"Easy to Use for investment like ipo and share, not user friendly for trading in F&O. Also Very High brokerage changes than other platforms.","easy to use for investment like ipo and share, not user friendly for trading in f&o. also very high brokerage changes than other platforms.",3,google_play
0e873184-c2f2-4a59-85bb-051aa6a0f9e1,2025-11-26,5,,"Dev team, you must ask confirmation when we're enabling/disabling a certain feature. It is very annoying to have clicked some buttons accidentally causing unintended activation of services. It seems intentional and is in poor taste. Please have this fixed.","dev team, you must ask confirmation when we're enabling/disabling a certain feature. it is very annoying to have clicked some buttons accidentally causing unintended activation of services. it seems intentional and is in poor taste. please have this fixed.",7,google_play
0d0494c6-9e65-49ec-8f71-e66095a0f61c,2025-11-26,1,,This is a bad app. It charges a lot of brokerage during trading dhan and angel one is better option for trading.,this is a bad app. it charges a lot of brokerage during trading dhan and angel one is better option for trading.,1,google_play
c30c6466-17b0-467a-b99f-b8bbb830a421,2025-11-26,4,,"Please upgrade your groww chart (1-Tap Scalper Mode), very difficult to add or remove any tools lines, trendline etc, also need to add more indicators (Pivot Point Standard) for which many times I talked to customer care, raised ticket but not added yet. I must suggest, instead of groww chart, add 1-Tap Scalper mode to normal Trading View Chart...like Dhan App, you can take the reference.","please upgrade your groww chart (1-tap scalper mode), very difficult to add or remove any tools lines, trendline etc, also need to add more indicators (pivot point standard) for which many times i talked to customer care, raised ticket but not added yet. i must suggest, instead of groww chart, add 1-tap scalper mode to normal trading view chart...like dhan app, you can take the reference.",11,google_play
04404996-1cbf-432b-9a9e-08be95d63382,2025-11-26,1,,no one download just now I cancel my option positions they are close that so I loss many amount in this trading platform please give all of negative review,no one download just now i cancel my option positions they are close that so i loss many amount in this trading platform please give all of negative review,2,google_play
e0ffd4d0-841f-49d3-a600-1dc2eda6d622,2025-11-26,4,,"Like in the Dhan app, when you add a stock to the watchlist, the price should be saved there so that in the future you can know what the price of that stock was when you added it to the watchlist.","like in the dhan app, when you add a stock to the watchlist, the price should be saved there so that in the future you can know what the price of that stock was when you added it to the watchlist.",6,google_play
24dfa0e9-968f-4887-809a-0d3467a9e39d,2025-11-26,4,,Great app to use. Requesting the product team to include Weekly and Daily SIP options in the next application update.,great app to use. requesting the product team to include weekly and daily sip options in the next application update.,1,google_play
aa833093-bdd5-4a9a-83ea-fe60666fcdbc,2025-11-26,4,,very good and easy app. Deserves 5 stars but app font is very small. Small font of app is confusing every time. Please update app FONT. Font......font......font.....font,very good and easy app. deserves 5 stars but app font is very small. small font of app is confusing every time. please update app font. font......font......font.....font,2,google_play
9d87b644-cb26-40b8-a77f-58ef1703abe5,2025-11-26,5,,Groww is best of all trading apps that I have as of now. It has awesomely supported me in my trading journey so far. I will definitely support it to anyone without hesitation.,groww is best of all trading apps that i have as of now. it has awesomely supported me in my trading journey so far. i will definitely support it to anyone without hesitation.,48,google_play
ecd548f7-241c-4fe8-b167-6a857d440121,2025-11-26,2,,"really disappointed nowadays, because of crashing app memory and stopped working ,last few days when I want to book profit it crash again and again and show app memory crash ,if this happen along ,I really not want this app anymore","really disappointed nowadays, because of crashing app memory and stopped working ,last few days when i want to book profit it crash again and again and show app memory crash ,if this happen along ,i really not want this app anymore",1,google_play
22e71bdd-592f-48d0-9441-1dab9f595df8,2025-11-26,1,,Facing 2 big issue 1. When groww stock go down . This time groww app block buy & sell all . 21.11.25 9:30 AM groww stock down side 10% & blocked my all accounts for buy / sell & editing stoploss. 2. Same time not place Target price & Stoploss 😆 select only any one 😆 Go with 👉DHAN ALL of avilable. Order type Super Order.,facing 2 big issue 1. when groww stock go down . this time groww app block buy & sell all . 21.11.25 9:30 am groww stock down side 10% & blocked my all accounts for buy / sell & editing stoploss. 2. same time not place target price & stoploss select only any one go with dhan all of avilable. order type super order.,4,google_play
d83ba318-30bf-46d1-a0cd-deab0d5e3de4,2025-11-27,5,,"Best experience overall! But I faced one issue - I bought 3 stocks and tried paying via Fampay UPI but the payment didn't go through. Also, the brokerage charges feel a bit high even when I get ₹2-₹3 profit, ₹10-20 gets deducted, which is frustrating. Please fix this issue, otherwise Groww is really one of the best and most user-friendly trading apps!","best experience overall! but i faced one issue - i bought 3 stocks and tried paying via fampay upi but the payment didn't go through. also, the brokerage charges feel a bit high even when i get ₹2-₹3 profit, ₹10-20 gets deducted, which is frustrating. please fix this issue, otherwise groww is really one of the best and most user-friendly trading apps!",1,google_play
5252f38b-3671-45bc-87e1-b30bc5720f7c,2025-11-27,4,,"Showing events in single place is a great update. One suggestion, it would be nice to be able add & edit notes in MF/SIP, since everyone might have a reason for joining each SIP. Also, along with 52 week prof, dividend would be a good reference.","showing events in single place is a great update. one suggestion, it would be nice to be able add & edit notes in mf/sip, since everyone might have a reason for joining each sip. also, along with 52 week prof, dividend would be a good reference.",67,google_play
27f62897-022b-4043-80dc-36889c542935,2025-11-27,1,,Why trade value of stock is not added in mobile application as it is present in desktop version even though their is proper space for that. I would like to request to add that small feature in mobile version so that I could change my rating. I'm not asking for much technical features I just want a feature which is already present in Groww. Hope this would be helpful for other users as well. I would be waiting for your response.,why trade value of stock is not added in mobile application as it is present in desktop version even though their is proper space for that. i would like to request to add that small feature in mobile version so that i could change my rating. i'm not asking for much technical features i just want a feature which is already present in groww. hope this would be helpful for other users as well. i would be waiting for your response.,21,google_play
3ce418b4-76f9-4f7a-8160-d736efcadef9,2025-11-28,1,,"Too late response in option trading.. Even after setting the stop loss at a particular price, it always exits later at a more lower price resulting in loss. And on top of that the hidden charges ..Resulting P&L shows different after the day and when the amount reflects it is always lower and then unnecessary deductions. There is always 200-500 rs difference than what actually should have been received deducted in the name of charges other than execution charges.","too late response in option trading.. even after setting the stop loss at a particular price, it always exits later at a more lower price resulting in loss. and on top of that the hidden charges ..resulting p&l shows different after the day and when the amount reflects it is always lower and then unnecessary deductions. there is always 200-500 rs difference than what actually should have been received deducted in the name of charges other than execution charges.",57,google_play
e946959d-662f-4bef-8ae9-e82849f00164,2025-11-28,1,,"unable to update / add andra pradesh grameena bank, as it has recently merged.","unable to update / add andra pradesh grameena bank, as it has recently merged.",1,google_play
2a8007be-45cb-4db3-8d09-ae71c51e4f23,2025-11-28,5,,i love investing through grow it's so simple to use and every thing works smoothly. Payment process is also secured and instant.,i love investing through grow it's so simple to use and every thing works smoothly. payment process is also secured and instant.,1,google_play
fda3b61b-f2a5-4028-8528-42d0dd5f8494,2025-11-28,5,,If groww update our watchlist view like screener that would be useful,if groww update our watchlist view like screener that would be useful,1,google_play
a76bf14c-097c-467c-af28-7953401bfea0,2025-11-28,4,,"Very good app,though there is one limitation, that is a 10 year section not available for mutual funds when sorting or viewing any individual funds chart,it is important since it gives more long term perspective,and I would suggest for it to be added.And currently very few bonds available.","very good app,though there is one limitation, that is a 10 year section not available for mutual funds when sorting or viewing any individual funds chart,it is important since it gives more long term perspective,and i would suggest for it to be added.and currently very few bonds available.",435,google_play
5f569c22-f3e1-4f33-adca-954258b520bd,2025-11-29,1,,Share And Personal And Photos data not Secure in This application Very poor Application,share and personal and photos data not secure in this application very poor application,1,google_play
fab88833-2927-4219-95fb-672a139fcad5,2025-11-29,2,,"The brokerage rates are attractive, but the app has usability issues, instead if showing the dashboard after login, the app shows explore, in MF section, the executed orders do not show buying NAV rate and Units allocated. in Stocks there are more problems which cannot be written due to words limits.","the brokerage rates are attractive, but the app has usability issues, instead if showing the dashboard after login, the app shows explore, in mf section, the executed orders do not show buying nav rate and units allocated. in stocks there are more problems which cannot be written due to words limits.",22,google_play
b2cc400c-de5d-4622-8e57-077685ea0b79,2025-11-29,5,,it's all good.... pls avail the SL and Target trailing on the chart itself.. coz whenever I go in profit I need to trail the SL n target... and it's very irritating to go through the whole process to be done in a manual way. so pls add that feature.. I need all the features on the chart either it's sl target or dispose the position. it would be a good relief. pls look into this .,it's all good.... pls avail the sl and target trailing on the chart itself.. coz whenever i go in profit i need to trail the sl n target... and it's very irritating to go through the whole process to be done in a manual way. so pls add that feature.. i need all the features on the chart either it's sl target or dispose the position. it would be a good relief. pls look into this .,321,google_play
13c4618b-5d04-4174-8ba9-ef117ef9d03a,2025-11-29,5,,good app and very fast response.. good customer care support,good app and very fast response.. good customer care support,2,google_play
d94a1fec-6018-402e-8c9e-9617682ea375,2025-11-29,2,,"The app is good, but the call center experience isn’t. I prefer your AI Voice Assistant because it solves my problem in just 30–50 seconds. In a human call, I first have to enter my date of birth, then select options based on my issue, and only after that do I get connected to a representative. The whole process takes around 7–8 minutes. The speed should be faster. In the end, my problem was solved. Thank you.","the app is good, but the call center experience isn't. i prefer your ai voice assistant because it solves my problem in just 30–50 seconds. in a human call, i first have to enter my date of birth, then select options based on my issue, and only after that do i get connected to a representative. the whole process takes around 7–8 minutes. the speed should be faster. in the end, my problem was solved. thank you.",143,google_play
97d0c3df-052d-41d1-91f5-37791c779430,2025-11-29,5,,"I've been investing in this app for more than three years. I've earned and lost money in the market, and it's taught me a lot. However, investing with Groww has helped me grow. I'll rate trust 10/10.","i've been investing in this app for more than three years. i've earned and lost money in the market, and it's taught me a lot. however, investing with groww has helped me grow. i'll rate trust 10/10.",64,google_play
d03fba01-82a5-4378-a648-af50fcef31e8,2025-11-30,5,,excellent app I have only one issue with mf investment many times I place mf redemption or investment orders but after I realise that I placed wrong amount or doesn't need that redemption then I can not cancel mf order like stock order,excellent app i have only one issue with mf investment many times i place mf redemption or investment orders but after i realise that i placed wrong amount or doesn't need that redemption then i can not cancel mf order like stock order,1,google_play
b7cd5a9b-1be6-499f-bebb-c6703732dd3b,2025-11-30,4,,the graphs keep getting stuck . Fix this issue as soon as possible. Edit: This problem has been fixed so no issues. Everything else is good,the graphs keep getting stuck . fix this issue as soon as possible. edit: this problem has been fixed so no issues. everything else is good,3,google_play
47c8a841-b43f-4d31-9438-a2842ec84266,2025-11-30,5,,"I am using this app from last many years, it is very easy to use and the service is also good.","i am using this app from last many years, it is very easy to use and the service is also good.",7,google_play
d6697245-f064-40e6-a959-63ced63a0163,2025-11-30,5,,this option chain is not better..so please give old option chain with change in oi and total oi.. there is no proper dispay in new option chain..so please change it. Thanka for adding new feature of oi in groww.ita superb..and u should display on mobile apps because of so much user trading through mobile..if u can do this..pls see oi on mobile groww apps..,this option chain is not better..so please give old option chain with change in oi and total oi.. there is no proper dispay in new option chain..so please change it. thanka for adding new feature of oi in groww.ita superb..and u should display on mobile apps because of so much user trading through mobile..if u can do this..pls see oi on mobile groww apps..,63,google_play
05981e90-029c-4456-b5a2-08ad0010c4a1,2025-11-30,1,,"Don't Download, If you don't have knowledge then everything is a scam in this, the same thing has happened with me, the balance is going into automatic minus, it is a fraud.","don't download, if you don't have knowledge then everything is a scam in this, the same thing has happened with me, the balance is going into automatic minus, it is a fraud.",1,google_play
5f7237ae-e6b2-4f96-abbb-38697489a11f,2025-12-01,4,,"groww app is showing wrong candle of index chart .Ex, when market up side showing red candle in movementum and when market down side movementum showing green candle. that's wrong indicate. not true. please improve , I notised this last 6 month, fourth time's. if you want screenshot i will share to you cantact me.","groww app is showing wrong candle of index chart .ex, when market up side showing red candle in movementum and when market down side movementum showing green candle. that's wrong indicate. not true. please improve , i notised this last 6 month, fourth time's. if you want screenshot i will share to you cantact me.",3,google_play
a0d669cd-c319-4620-8abc-dcf016f5e3fa,2025-12-01,2,,There is very unexpected from the side of grows company. They will start charge for edit personal details in grow app.,there is very unexpected from the side of grows company. they will start charge for edit personal details in grow app.,1,google_play
4a37e1d7-fc05-4955-8f6e-8e817ed423a2,2025-12-01,2,,App sahi hai... Chalana bhi easy hai magar kabhi kabhi order execute krne me problem ho jati hai... Sabse badi problem to ye hai ki inka brokerage ₹40-₹54 per trade or taxes alag se ₹15-₹20 hota jo bahut hi disappointed hai is tarah har order execute krne me ₹50+ kat jata hai... agar esa hi chlta raha to bahut jldi mujhe groww app chodna padega... Iske prblm ke liye mai already other app search krne me Lg chuka hu..,app sahi hai... chalana bhi easy hai magar kabhi kabhi order execute krne me problem ho jati hai... sabse badi problem to ye hai ki inka brokerage ₹40-₹54 per trade or taxes alag se ₹15-₹20 hota jo bahut hi disappointed hai is tarah har order execute krne me ₹50+ kat jata hai... agar esa hi chlta raha to bahut jldi mujhe groww app chodna padega... iske prblm ke liye mai already other app search krne me lg chuka hu..,2,google_play
0e222308-6609-4c39-8cf6-ee506995a121,2025-12-01,1,,I am unable to open my app it's not responding,i am unable to open my app it's not responding,1,google_play
09d2090f-9702-4522-8ca0-a0ed1799292e,2025-12-01,5,,very much easy and best app for investment must trusted and reliable.,very much easy and best app for investment must trusted and reliable.,1,google_play
c03492b5-23d8-4c7a-a5e0-82b7faf009bb,2025-12-01,3,,application glith shows something and the actual result is different. Trade gets closed and the screen shows a strange amount which was not there during trade.,application glith shows something and the actual result is different. trade gets closed and the screen shows a strange amount which was not there during trade.,1,google_play
f14a835d-77bf-4e9e-aedf-28c166b0b45e,2025-12-01,1,,too much CHARGES and TAXES. if you get 100rs profit 50-60rs will be taxes while buying and for maintaining and for even selling the stocks.! worst experience I have been using thinking getting profits for trading but everything is loss when you use trade buy sell stocks through Grow.! advice you to not use grow. better there are a lot of platforms! compare others but don't come to grow. even upstox is also useless it charges montly and yearly charges. better go for zeroda.,too much charges and taxes. if you get 100rs profit 50-60rs will be taxes while buying and for maintaining and for even selling the stocks.! worst experience i have been using thinking getting profits for trading but everything is loss when you use trade buy sell stocks through grow.! advice you to not use grow. better there are a lot of platforms! compare others but don't come to grow. even upstox is also useless it charges montly and yearly charges. better go for zeroda.,16,google_play
bc97511d-0899-4085-ab7a-2925c452fac0,2025-12-02,1,,Groww Customer Support I am waiting for a response from Customer Support chat for the last 15 minutes to my query but no reply. This is unprofessional and poor customer service,groww customer support i am waiting for a response from customer support chat for the last 15 minutes to my query but no reply. this is unprofessional and poor customer service,16,google_play
8f7a4269-a927-443a-8c8b-15c4b6a9e6c2,2025-12-02,4,,+Groww App is the best only for mutual fund and investment. ❤️👍 -(Not option trading )❌ (Option trading is not good because no position was showing Sometimes after buying punching the order) overall groww best 10/8,+groww app is the best only for mutual fund and investment. -(not option trading ) (option trading is not good because no position was showing sometimes after buying punching the order) overall groww best 10/8,3,google_play
1610fe67-e05e-41a7-adb6-8753f9cdc88b,2025-12-03,1,,"very poor customer service , many time i request to close commodity Trading segment but they are not closing. so very poor and very horrible app. not able to trust. so i am going quit trading on this app.","very poor customer service , many time i request to close commodity trading segment but they are not closing. so very poor and very horrible app. not able to trust. so i am going quit trading on this app.",4,google_play
04260623-e876-45f1-a41b-2689888f0adc,2025-12-03,5,,it's been 1.5 years I am using groww. However since then till now they have improved a lot. They have improved their UI which is very easy for beginners. I prefer this app over any other investment apps coz of it's simple UI. I have invested in stocks and mutual fund through this app as the steps were very easy. A beginner can easily understand how to use this app and even portfolio tracking is also very easy using this app.,it's been 1.5 years i am using groww. however since then till now they have improved a lot. they have improved their ui which is very easy for beginners. i prefer this app over any other investment apps coz of it's simple ui. i have invested in stocks and mutual fund through this app as the steps were very easy. a beginner can easily understand how to use this app and even portfolio tracking is also very easy using this app.,3575,google_play
aba5ee0a-0057-4c65-a69d-1cb6766a5416,2025-12-03,3,,"Please add that lets you see the holdings of the mutual fund. Also stocks holding page is way too ineffecient, requiring numerous taps to see P&L and current share price change, its a hassle if there are too many stocks, and yes the about section of a company should include summery of what company actually does.","please add that lets you see the holdings of the mutual fund. also stocks holding page is way too ineffecient, requiring numerous taps to see p&l and current share price change, its a hassle if there are too many stocks, and yes the about section of a company should include summery of what company actually does.",5,google_play
96fddc27-0916-47c2-9d7f-df3f7fa1daad,2025-12-03,1,,"Useless, Suspicious, pretentious, irresponsible activities are being done by it's staff members. WhyCYBERCRIME.GOV.IN, SEBI, CONSUMER COURT, eDAAKHILA.GOV.IN are there ? Worst, irresponsible customer support personnels. Is Groww a SCAM ! Very very unpleasant experiences. Some staff members are leaking investors personal sensitive data, why ? In this way, Groww is going to loose it's authenticity & goodwill very soon. Why appointing such staff who're harrassing thy customers ? Is GROWW a FRAUD !!","useless, suspicious, pretentious, irresponsible activities are being done by it's staff members. whycybercrime.gov.in, sebi, consumer court, edaakhila.gov.in are there ? worst, irresponsible customer support personnels. is groww a scam ! very very unpleasant experiences. some staff members are leaking investors personal sensitive data, why ? in this way, groww is going to loose it's authenticity & goodwill very soon. why appointing such staff who're harrassing thy customers ? is groww a fraud !!",43,google_play
cfd92f5c-f234-4440-a8c8-d309bbb88217,2025-12-03,5,,Groww More Ratings: Brokerage - Excellent Account Maintenance Fees - Excellent Website Usability - Excellent Research Capabilities - Excellent Customer Service - Excellent,groww more ratings: brokerage - excellent account maintenance fees - excellent website usability - excellent research capabilities - excellent customer service - excellent,55,google_play
2f112d05-e1ab-4455-9e44-fe4a6a999e8f,2025-12-03,5,,"This platform is user-friendly, with seamless execution for stock trading and investing. I love the detailed market insights and the ability to trade in equity, derivatives, and mutual funds all in one place. Their customer service is top-notch too, making trading stress-free. and very easy to see the sip viewand graph.","this platform is user-friendly, with seamless execution for stock trading and investing. i love the detailed market insights and the ability to trade in equity, derivatives, and mutual funds all in one place. their customer service is top-notch too, making trading stress-free. and very easy to see the sip viewand graph.",3440,google_play
feceea33-ccd7-4ae5-82ed-628ad1aa14b9,2025-12-04,2,,I like the simplicity of the app but the dashboard seems messy if we have multiple funds of different categories. there is no way to group or see funds under certain categories.,i like the simplicity of the app but the dashboard seems messy if we have multiple funds of different categories. there is no way to group or see funds under certain categories.,68,google_play
6eaf2f8b-db65-4eb6-93a2-94a683415bb5,2025-12-05,1,,not working today 4 Sept 2025 again 12-dec-2025 Grow went down and customer care number on wait upto more than 30 mins,not working today 4 sept 2025 again 12-dec-2025 grow went down and customer care number on wait upto more than 30 mins,1,google_play
f80984a1-5089-4fc2-ad26-1f04d7a71411,2025-12-05,1,,worst app. Don't install. unnecessary charges and no proper explanation from the customer care. Totally waste of time worst ever I am really frustrated,worst app. don't install. unnecessary charges and no proper explanation from the customer care. totally waste of time worst ever i am really frustrated,4,google_play
aad0ffb5-148c-4e93-b88d-faa2b43995b2,2025-12-05,1,,Today 5-12-2024 (2:30Pn Approx) Groww is not working properly due to technical errors (our data fetching minon ran into error) for approximately 20 minutes and because of this I am unable to closed trades which is in profit of 15 points and now the Trade is in loss.,today 5-12-2024 (2:30pn approx) groww is not working properly due to technical errors (our data fetching minon ran into error) for approximately 20 minutes and because of this i am unable to closed trades which is in profit of 15 points and now the trade is in loss.,1,google_play
be0ca4fa-920b-453d-8d24-f43c51e7fe8b,2025-12-05,1,,App not working today 5th December 2025. Will Growww compensate if I have losses cause of this,app not working today 5th december 2025. will growww compensate if i have losses cause of this,1,google_play
f515a2a4-073b-4aa4-b53c-318dce1bf13a,2025-12-05,1,,meri app open nhi ho rahi hai explain it why app is not working today,meri app open nhi ho rahi hai explain it why app is not working today,1,google_play
4a212854-85af-47df-9ab1-bcf214c2959d,2025-12-05,1,,"This is a good app but crashes frequently. Many times in option trading after taking a trade, position doesn't show for a long time and due to this we get losses and losses. Please resolve this issue.","this is a good app but crashes frequently. many times in option trading after taking a trade, position doesn't show for a long time and due to this we get losses and losses. please resolve this issue.",34,google_play
fcd8f524-a40f-4a26-b5df-5bf1d96f17d2,2025-12-05,4,,grow apps not working! Even the apps is not open! My buying position is open but suddenly apps is not working ! 5th Dec ~14:25,grow apps not working! even the apps is not open! my buying position is open but suddenly apps is not working ! 5th dec ~14:25,2,google_play
3ea078e9-2c17-48e1-9b0f-1f6835712ac5,2025-12-05,5,,"Please add real time total portfolio percentage of profit or loss for 24×7 like upstox, instead of sending portfolio alert day to day & there is bug in wishlist also i.e our portfolio stocks in wishlist show 0.00% change every time on interface while the reality after opening individual stock is different.","please add real time total portfolio percentage of profit or loss for 24×7 like upstox, instead of sending portfolio alert day to day & there is bug in wishlist also i.e our portfolio stocks in wishlist show 0.00% change every time on interface while the reality after opening individual stock is different.",13,google_play
e5711c06-eebc-4912-b2ba-0f5d26634ef2,2025-12-05,2,,"App got struck even I can't login, please fix this error","app got struck even i can't login, please fix this error",4,google_play
fe906061-c3a9-4ae8-bbfd-93aea3788261,2025-12-05,1,,Dual apps / Clone apps support not available on oppo reno 14 pro.,dual apps / clone apps support not available on oppo reno 14 pro.,26,google_play
